customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
7159-JMMHO-1482,Male,0,No,No,60,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),56.76,3377.32,Yes
7602-ADVOZ-1483,Female,0,No,No,72,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),65.68,4719.1,No
6441-QXRIN-1484,Male,0,Yes,Yes,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.52,638.57,Yes
3120-IRDRP-1485,Female,0,Yes,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.33,280.92,No
3775-BSVSK-1486,Female,0,Yes,Yes,42,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),50.66,2131.4,No
6881-KJIFZ-1487,Male,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,78.09,1725.81,No
6995-EWDPE-1488,Male,0,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),25.7,1010.83,No
4250-RZZXG-1489,Female,0,No,No,5,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,57.04,269.96,No
1841-XYHAQ-1490,Male,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),78.02,1260.24,No
1684-BYMCR-1491,Male,0,Yes,No,8,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),53.61,424.4,No
4322-NXGQV-1492,Male,0,Yes,No,10,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),93.55,966.43,Yes
4813-ZLLWQ-1493,Female,0,No,No,5,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,70.76,367.83,Yes
8817-USGKW-1494,Female,0,Yes,No,10,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),59.41,607.53,No
6543-HIUEC-1495,Female,0,Yes,No,52,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),64.98,3394.75,No
7885-HTNZN-1496,Female,0,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),28.54,329.6,No
8806-WFZTC-1497,Male,0,Yes,No,5,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),56.9,267.79,Yes
1054-HAJZM-1498,Female,1,Yes,No,12,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,65.37,780.66,No
1215-MFWCU-1499,Female,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),76.86,411.01,No
5013-ARLUQ-1500,Female,0,No,No,24,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,85.6,2033.42,No
8084-LADLK-1501,Female,0,No,Yes,12,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,58.91,725.97,Yes
8148-KWEKT-1502,Male,0,No,No,19,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,88.98,1681.21,No
2116-ITPUN-1503,Female,0,No,No,14,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,90.11,1259.7,Yes
8731-WZDPC-1504,Female,0,No,No,19,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),61.9,1176.44,No
3059-HQLWH-1505,Male,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.41,75.44,No
6554-TZGTC-1506,Male,1,Yes,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),22.09,221.46,No
5890-KYUYW-1507,Female,0,Yes,Yes,34,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,56.69,1942.62,No
4695-TAOBS-1508,Female,0,Yes,No,36,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,57.4,2075.02,No
9699-RVGZO-1509,Female,0,No,Yes,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,79.15,1573.7,No
7069-UQIPR-1510,Female,0,Yes,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,30.53,636.49,No
8715-MNNCC-1511,Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),88.06,279.52,No
1183-RKWSD-1512,Female,1,Yes,Yes,29,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,83.19,2445.95,No
1900-JXBEA-1513,Male,0,Yes,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.56,1118.31,No
4722-ZRMDJ-1514,Female,1,No,No,5,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),65.92,328.89,Yes
5720-HSZFG-1515,Female,1,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,28.25,1158.2,No
2135-SMHFB-1516,Female,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),32.44,177.84,No
5284-RGAMR-1517,Female,1,No,No,23,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),85.12,1950.63,No
4104-GETWU-1518,Female,0,No,No,4,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Mailed check,83.37,311.17,Yes
5663-SKAJS-1519,Male,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.71,121.42,No
6825-ZZGAH-1520,Female,0,No,No,10,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),66.16,663.27,No
8884-VCEOR-1521,Female,1,No,No,9,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,73.16,638.15,No
9840-TFAQO-1522,Male,0,Yes,No,48,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,54.75,2618.84,Yes
9294-ONHCW-1523,Male,0,No,No,25,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,72.34,1784.19,Yes
8433-ESJLW-1524,Female,0,No,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,91.69,809.76,No
8577-EHVXC-1525,Female,0,No,No,34,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,77.8,2667.28,Yes
8501-MPBRR-1526,Male,0,No,No,38,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),70.33,2685.49,No
6963-UYWTZ-1527,Male,0,No,No,30,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,82.23,2513.9,No
7070-ROTBN-1528,Female,0,Yes,Yes,27,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),53.61,1407.0,Yes
4827-XBQEW-1529,Male,0,No,No,27,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,67.32,1816.49,No
8665-GWMZS-1530,Female,0,No,No,9,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,57.91,530.34,No
1310-FKFDZ-1531,Female,0,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.02,550.95,No
8820-LFEXI-1532,Male,0,No,No,48,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,54.71,2622.85,No
1113-KLQIX-1533,Female,0,No,No,69,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),46.79,3226.06,No
6791-ZJQJS-1534,Male,0,No,No,21,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,92.72,1959.26,Yes
7710-IYWXF-1535,Male,0,Yes,No,13,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,80.23,1032.43,No
7459-CCZDW-1536,Female,0,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),104.99,1037.03,No
4876-HBRSM-1537,Female,0,No,No,45,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.11,4198.81,No
8288-IOHPD-1538,Female,1,No,No,10,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),82.63,810.59,Yes
5285-OOLQN-1539,Female,0,Yes,No,18,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,88.34,1604.16,No
3548-FQYTQ-1540,Female,1,Yes,No,18,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.22,966.82,No
9292-XNCQQ-1541,Female,0,No,No,37,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),78.9,2909.68,No
3495-WWIMF-1542,Male,0,Yes,No,29,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),66.77,1929.27,No
2604-GJHDL-1543,Male,0,No,No,72,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,72.12,5210.24,No
6611-INHSQ-1544,Female,0,No,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,28.32,801.03,No
9639-BWIBR-1545,Male,1,Yes,Yes,46,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.83,1033.65,No
2545-EZFOF-1546,Female,0,No,No,15,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,84.32,1295.75,Yes
2115-AAMLB-1547,Female,0,No,No,28,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.37,2282.66,Yes
4145-HOZRX-1548,Male,0,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.09,1347.21,No
2729-FTIWM-1549,Female,1,Yes,No,44,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,89.17,3921.3,No
2807-VOULD-1550,Male,0,No,No,6,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),75.58,428.99,No
7128-DRKUW-1551,Male,0,No,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Electronic check,86.95,770.22,Yes
4665-WCCZO-1552,Male,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,24.87,702.96,No
5055-EHRVX-1553,Male,0,No,No,19,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,88.03,1643.52,Yes
4669-LECLP-1554,Male,0,Yes,No,22,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),78.37,1728.0,No
1938-KQVYI-1555,Male,0,No,No,18,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),78.27,1448.97,No
4525-WSHRE-1556,Male,0,No,No,42,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),67.76,2869.39,No
5040-HZAWH-1557,Male,0,Yes,Yes,26,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Mailed check,53.01,1398.85,No
1325-RRDAC-1558,Male,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,92.09,1815.52,Yes
4679-DSCUW-1559,Female,0,Yes,Yes,72,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,70.55,5115.11,No
7450-YYBIT-1560,Female,0,Yes,Yes,48,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Electronic check,70.88,3368.46,Yes
4056-TUZIJ-1561,Male,0,No,No,55,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,63.21,3458.82,No
1218-HHLKW-1562,Male,0,No,No,8,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,46.57,345.27,Yes
7963-SAMSG-1563,Female,0,Yes,Yes,72,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),77.12,5582.51,No
4823-SUWLK-1564,Male,0,Yes,No,72,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),63.92,4621.01,No
4443-RKKEM-1565,Female,0,No,No,41,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),59.75,2436.53,Yes
3135-NXUMZ-1566,Male,0,No,No,25,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),87.92,2220.8,No
9821-LTIWJ-1567,Male,1,No,No,12,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),67.44,801.89,Yes
3324-DVHVC-1568,Female,1,Yes,Yes,44,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),82.86,3633.05,No
5507-LLEBJ-1569,Female,0,Yes,No,72,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,99.99,7210.44,No
5231-UMGGP-1570,Male,0,Yes,Yes,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.78,574.42,Yes
4920-XLOBF-1571,Male,0,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.52,489.4,Yes
8650-IKPBN-1572,Female,0,Yes,No,23,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),68.01,1554.39,No
4115-DKLEO-1573,Male,0,Yes,Yes,15,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,84.38,1263.66,Yes
7714-GZPUB-1574,Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),30.16,314.51,Yes
7906-ISUGG-1575,Male,1,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,30.69,158.0,No
1535-PUKEI-1576,Male,0,No,Yes,72,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,96.51,6936.74,Yes
4625-XDIQG-1577,Female,0,No,No,59,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,47.28,2787.31,No
8961-XJTTR-1578,Male,1,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Mailed check,90.55,1533.91,No
2678-BJDHQ-1579,Male,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.38,37.23,Yes
6298-FAFLU-1580,Male,0,No,No,33,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,84.68,2763.36,No
4285-HOBFA-1581,Female,0,No,Yes,62,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,80.29,4984.51,No
5730-LPQKW-1582,Female,1,Yes,Yes,72,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,63.34,4588.3,No
9263-CXFGN-1583,Male,0,No,No,32,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,79.81,2584.56,No
1264-JFMVY-1584,Male,0,No,No,12,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,60.23,724.98,Yes
2909-OMKQZ-1585,Male,0,No,No,29,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),100.54,2906.91,No
4646-BXYIN-1586,Female,0,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,24.75,457.87,No
8762-NMXVN-1587,Female,0,Yes,No,18,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,77.13,1338.34,Yes
2453-LRHNR-1588,Female,0,No,No,53,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,74.66,3984.33,No
1765-OTFOS-1589,Female,0,Yes,Yes,34,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,76.11,2604.6,No
1398-QGKQA-1590,Male,1,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,64.63,404.7,Yes
1151-LYAUB-1591,Female,0,Yes,Yes,54,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),87.66,4721.72,No
5399-LMCTH-1592,Female,0,Yes,Yes,72,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,70.07,5007.67,No
7938-ROIQZ-1593,Male,0,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.87,368.61,No
9307-XFPKZ-1594,Male,0,No,Yes,33,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),91.55,3029.45,No
9549-WEIST-1595,Male,0,Yes,No,20,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,74.35,1501.97,No
4152-DDRLM-1596,Male,0,No,No,4,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),102.07,419.77,Yes
8337-ATHYY-1597,Male,0,No,No,29,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),60.71,1723.35,No
5518-IGEZE-1598,Female,0,Yes,No,43,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),62.61,2680.93,Yes
5018-MRVOT-1599,Female,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),31.66,931.28,Yes
6099-LEFLB-1600,Male,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.68,1472.95,No
3846-MMVZS-1601,Female,0,No,No,27,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,81.75,2198.18,No
1715-KSPLL-1602,Female,0,Yes,Yes,4,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,55.69,228.54,No
4653-PENFR-1603,Male,0,Yes,No,13,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),50.79,669.5,No
8781-NKYRL-1604,Male,0,No,Yes,49,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),61.0,2980.16,No
1259-AFGSN-1605,Female,0,Yes,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Mailed check,61.82,80.8,No
9998-OXOJS-1606,Female,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,26.12,375.35,Yes
5044-HMRJS-1607,Female,1,Yes,Yes,28,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),81.69,2292.48,No
9825-KHKVE-1608,Male,0,No,No,50,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Electronic check,85.06,4265.34,No
9762-KVUUX-1609,Male,0,No,No,65,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,66.19,4292.89,Yes
2663-PCHBR-1610,Male,0,Yes,Yes,20,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Electronic check,86.16,1716.19,No
6468-TEIRV-1611,Male,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),37.99,895.01,No
8970-BKAVD-1612,Male,0,Yes,No,15,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,49.3,740.33,No
8398-EAWLL-1613,Female,0,No,No,25,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,47.8,1166.37,No
6819-HRLHK-1614,Female,1,No,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,88.78,715.87,No
1055-HPDDR-1615,Male,1,No,No,34,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),51.63,1751.25,No
4853-DTUAF-1616,Female,0,Yes,Yes,1,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,48.68,53.4,No
4332-TBUID-1617,Male,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.01,847.44,Yes
8769-CDYNM-1618,Female,0,No,No,20,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,83.21,1675.86,No
7185-QPAOH-1619,Male,0,Yes,No,51,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,89.84,4576.75,No
8268-NDXHH-1620,Female,0,No,No,42,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),76.12,3202.79,No
9425-UWRXC-1621,Female,0,Yes,No,17,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),62.58,1092.56,No
6399-HKGFL-1622,Female,1,No,No,40,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,89.03,3596.3,No
9263-QJLNG-1623,Female,0,No,No,8,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),56.75,434.31,Yes
5690-SGPSN-1624,Male,1,No,No,5,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,68.64,341.83,No
3627-OUFOR-1625,Female,0,Yes,No,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,560.8,Yes
3893-KXJPD-1626,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,33.17,171.24,No
9332-PTPJI-1627,Male,0,Yes,Yes,69,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,52.07,3568.56,No
7310-WDVVC-1628,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),78.44,242.9,No
1973-SVKQZ-1629,Female,1,No,No,48,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),93.3,4470.63,Yes
3904-FZHML-1630,Female,0,Yes,No,20,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),77.25,1553.92,No
5708-GRRFM-1631,Male,0,Yes,No,35,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),63.12,2185.66,No
1516-FZNQX-1632,Female,0,Yes,No,26,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,83.37,2197.77,Yes
7422-USMQH-1633,Female,0,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),75.27,1068.85,No
9012-EWWDS-1634,Female,0,No,Yes,12,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),104.84,1255.71,Yes
9906-OIWND-1635,Female,0,No,No,37,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,59.32,2208.95,No
3243-RLFUD-1636,Male,0,No,No,51,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,76.5,3907.81,No
2971-MBKXY-1637,Female,1,No,No,29,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,54.97,1589.85,No
8846-IBVJT-1638,Male,0,No,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),88.95,3015.82,Yes
2072-RPXCK-1639,Male,0,No,No,27,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,90.45,2436.4,No
9908-KRESH-1640,Male,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Electronic check,95.14,683.12,No
6149-WRMEI-1641,Female,0,Yes,Yes,7,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,65.26,485.56,Yes
8642-FRMIS-1642,Female,0,No,No,65,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,76.35,4943.51,No
4258-HNTWQ-1643,Male,1,No,No,20,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,72.98,1425.12,No
6957-UHGMQ-1644,Female,0,Yes,No,47,No,No phone service,DSL,No,Yes,No,No,No,Yes,One year,No,Credit card (automatic),47.98,2279.83,No
6813-DUJWS-1645,Male,1,No,No,17,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,66.9,1131.47,No
9845-QNEKW-1646,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,60.29,659.71,Yes
4437-BGPQZ-1647,Female,0,Yes,Yes,16,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,64.97,1007.49,No
9403-NOUBP-1648,Female,0,Yes,Yes,39,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,86.89,3394.33,No
5265-UURRR-1649,Male,0,No,No,12,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),65.45,748.03,Yes
